"","address","lat1","long1","MRTName2","MRTName1","MRTlat1","MRTlong1","MRTdista1"
"1","1 BEACH RD",1.29509740789339,103.85406834457,140,"Esplanade",1.2936577245386,103.855081226245,195.937924122608
"2","1 BEDOK STH AVE 1",1.32085208689731,103.933721091441,215,"Tanah Merah",1.32718729074675,103.946348600798,1572.34068401501
"3","1 CHAI CHEE RD",1.32796879176302,103.922716018139,126,"Bedok North",1.33474211664091,103.91797832995,920.064192415446
"4","1 CHANGI VILLAGE RD",1.38854656229022,103.987804503483,31,"Changi Airport",1.35747897447692,103.98788356959,3458.43924900949
"5","1 DELTA AVE",1.2920752508431,103.828584077626,84,"Tiong Bahru",1.28610253615775,103.827445112419,676.85459828026
"6","1 DOVER RD",1.3025299473495,103.783271662459,155,"one-north",1.29968953488969,103.787412789536,558.908485837282
"7","1 EAST COAST RD",1.31176289799415,103.923113122199,36,"Kembangan",1.3210381335934,103.912947930851,1531.63068699976
"8","1 EVERTON PK",1.27549895431693,103.841398475091,80,"Tanjong Pagar",1.27656131737246,103.845725186759,495.837623760903
"9","1 GHIM MOH RD",1.31287975684307,103.786855017635,237,"Buona Vista",1.3072237082044,103.790253514502,734.494655640908
"10","1 HAIG RD",1.31129091152627,103.897703432652,262,"Paya Lebar",1.3172473854035,103.892260753884,898.085123105995
"11","1 HOUGANG AVE 3",1.36413097349222,103.89300132385,282,"Hougang",1.37129226620797,103.892380513029,800.179644752392
"12","1 JLN BT MERAH",1.28645354030174,103.808242400418,216,"Queenstown",1.29455085184931,103.806077155982,933.043022335267
"13","1 KG KAYU RD",1.30355769675629,103.883796413118,87,"Mountbatten",1.30620190525331,103.882528081052,326.446576639587
"14","1 LOR 7 TOA PAYOH",1.33943033543358,103.853442790992,226,"Braddell",1.3404690010277,103.846799083148,748.358006013467
"15","1 LOR LEW LIAN",1.35086712646948,103.875343939672,205,"Serangoon",1.35063361526525,103.872771660431,287.443033229587
"16","1 MARINE TER",1.30482902187779,103.918614976369,118,"Kembangan",1.3210381335934,103.912947930851,1911.43652398655
"17","1 MARSILING DR",1.44067942258288,103.776119757434,290,"Marsiling",1.43252114855026,103.774074641403,936.257842691095
"18","1 PINE CL",1.30787056219408,103.883192164927,90,"Mountbatten",1.30620190525331,103.882528081052,199.916724451054
"19","1 QUEEN'S RD",1.31726629524359,103.806782877524,77,"Farrer Road",1.31743915158967,103.807379214161,69.0996172561394
"20","1 REDHILL CL",1.28425565124035,103.817825118033,35,"Redhill",1.28963453412887,103.81674097205,610.809962251662
"21","1 ROCHOR RD",1.30290658774258,103.853031869482,52,"Rochor",1.30385218527656,103.852769428884,109.240336838881
"22","1 ST. GEORGE'S RD",1.32340263694069,103.86163080083,153,"Boon Keng",1.31933570922514,103.861569454156,452.779797951483
"23","1 TECK WHYE AVE",1.38253882861956,103.751710905678,149,"Choa Chu Kang",1.38536316540225,103.744370779756,875.277758732558
"24","1 TELOK BLANGAH CRES",1.27945660077329,103.817897561986,140,"Redhill",1.28963453412887,103.81674097205,1140.29067971619
"25","1 TG PAGAR PLAZA",1.27568847511494,103.842433449984,137,"Tanjong Pagar",1.27656131737246,103.845725186759,379.009932003513
"26","1 TIONG BAHRU RD",1.28613693561234,103.833027874167,11,"Tiong Bahru",1.28610253615775,103.827445112419,621.325432338863
"27","1 TOH YI DR",1.33957916725744,103.774635452485,96,"Beauty World",1.34122317558549,103.775794285083,223.88565204566
"28","1 UPP ALJUNIED LANE",1.33429242274696,103.878791059137,2,"Bartley",1.34250117805245,103.880177899184,926.736864766516
"29","10 CHAI CHEE RD",1.32727572366021,103.924803599281,79,"Bedok North",1.33474211664091,103.91797832995,1125.95794034574
"30","10 EUNOS CRES",1.32228655863065,103.902720513959,187,"Eunos",1.31978354916088,103.903225807255,284.251698945084
"31","10 GLOUCESTER RD",1.31369315585356,103.840387458086,206,"Newton",1.3123189224097,103.837984594021,308.080420144596
"32","10 HAIG RD",1.3148464110566,103.895864993673,109,"Paya Lebar",1.3172473854035,103.892260753884,482.006579385075
"33","10 HOLLAND AVE",1.30814997104791,103.794275184926,74,"Buona Vista",1.3072237082044,103.790253514502,459.297422895243
"34","10 JLN BATU",1.36031001258321,103.762804974171,202,"Hillview",1.36234486803558,103.767418254007,561.153763169609
"35","10 JLN BT HO SWEE",1.28745837020188,103.832675765986,37,"Tiong Bahru",1.28610253615775,103.827445112419,601.374895525017
"36","10 JLN KUKOH",1.2869738344398,103.839075823483,112,"Chinatown",1.28422391919085,103.845143798953,741.456550227982
"37","10 JLN RUMAH TINGGI",1.28820018880462,103.808369387433,25,"Queenstown",1.29455085184931,103.806077155982,751.572100661089
"38","10 JOO SENG RD",1.33461833377097,103.88016502252,106,"Bartley",1.34250117805245,103.880177899184,877.515381529594
"39","10 LOR 7 TOA PAYOH",1.33716527577081,103.857228807914,64,"Toa Payoh",1.33262928096888,103.847502198048,1194.4474693643
"40","10 MARSILING DR",1.44080567418718,103.777318569996,102,"Marsiling",1.43252114855026,103.774074641403,990.367054952677
"41","10 PINE CL",1.30915239429834,103.882242524292,100,"Mountbatten",1.30620190525331,103.882528081052,329.980823559473
"42","10 REDHILL CL",1.28559516494962,103.815547410064,43,"Redhill",1.28963453412887,103.81674097205,468.870165828219
"43","10 SELEGIE RD",1.30370879401395,103.850537238747,49,"Rochor",1.30385218527656,103.852769428884,248.934234044219
"44","10 ST. GEORGE'S RD",1.32374648815059,103.863412150847,13,"Boon Keng",1.31933570922514,103.861569454156,532.110609220947
"45","10 TECK WHYE AVE",1.38047054647235,103.755211077169,229,"Bukit Panjang",1.37900211641036,103.761535114929,722.518835924482
"46","10 TELOK BLANGAH CRES",1.27773153190559,103.819769431353,77,"Tiong Bahru",1.28610253615775,103.827445112419,1264.15182543036
"47","10 TOH YI DR",1.33753956576433,103.773161066389,37,"Beauty World",1.34122317558549,103.775794285083,504.008550786714
"48","100 BEDOK NTH AVE 4",1.3343559340081,103.939032711241,329,"Bedok Reservoir",1.33660782955099,103.932234623286,797.003478837278
"49","100 C'WEALTH CRES",1.30770527644458,103.801272476263,114,"Commonwealth",1.30250199924325,103.798228523336,671.016830095227
"50","100 LOR 1 TOA PAYOH",1.33956400517882,103.848585713817,200,"Braddell",1.3404690010277,103.846799083148,222.898231518513
"51","100 WHAMPOA DR",1.32077947735201,103.854348739922,102,"Boon Keng",1.31933570922514,103.861569454156,819.507368563697
"52","101 AH HOOD RD",1.32739678972464,103.84448102202,92,"Toa Payoh",1.33262928096888,103.847502198048,672.55355841752
"53","101 ALJUNIED CRES",1.32092275330579,103.883351967045,220,"Aljunied",1.3164326118157,103.882906044385,502.297822800441
"54","101 ANG MO KIO AVE 3",1.37026158388486,103.839467898898,89,"Ang Mo Kio",1.36993284962262,103.84955809232,1123.51019568584
"55","101 BEDOK NTH AVE 4",1.334484667124,103.937924710969,23,"Bedok Reservoir",1.33660782955099,103.932234623286,675.914933747244
"56","101 BEDOK RESERVOIR RD",1.32844913301985,103.909937396599,190,"Kaki Bukit",1.33496735995428,103.908459338046,744.017034807439
"57","101 BISHAN ST 12",1.34485915828152,103.848400765185,92,"Braddell",1.3404690010277,103.846799083148,520.202275851271
"58","101 BT BATOK WEST AVE 6",1.34670636093149,103.746920663038,129,"Bukit Batok",1.34903331201636,103.749566478309,392.172837690959
"59","101 BT PURMEI RD",1.27146256556443,103.825683545567,135,"HarbourFront",1.26538938374901,103.821530157095,818.979543915965
"60","101 C'WEALTH CRES",1.30805159231327,103.800842814413,79,"Holland Village",1.31224029631595,103.796399122407,679.699316377381
"61","101 CLEMENTI ST 14",1.32208936757694,103.76893341249,103,"Clementi",1.31511625277378,103.765191452888,880.896507564314
"62","101 GANGSA RD",1.37916431633637,103.767439286222,57,"Bukit Panjang",1.37900211641036,103.761535114929,657.307007970049
"63","101 HENDERSON CRES",1.29071799751539,103.821625207737,115,"Redhill",1.28963453412887,103.81674097205,556.792864190568
"64","101 HOUGANG AVE 1",1.35493747800562,103.891360573947,84,"Kovan",1.36017917065237,103.885064856353,911.795343198525
"65","101 JLN RAJAH",1.32880086167984,103.850782023537,116,"Toa Payoh",1.33262928096888,103.847502198048,561.123645328948
"66","101 JURONG EAST ST 13",1.33701100762294,103.738787314099,335,"Jurong East",1.33315281585758,103.742286332403,579.739750175123
"67","101 LENGKONG TIGA",1.32515983382087,103.910888819332,13,"Kembangan",1.3210381335934,103.912947930851,512.868748779869
"68","101 PASIR RIS ST 12",1.36705021516612,103.958181857039,192,"Pasir Ris",1.37304331635804,103.949284527763,1193.94746968951
"69","101 POTONG PASIR AVE 1",1.33315710123237,103.868380398922,117,"Potong Pasir",1.33137949021368,103.869055656782,211.671827239326
"70","101 RIVERVALE WALK",1.38276428893595,103.899272035914,63,"Buangkok",1.38287001971672,103.893122569706,684.457289976876
"71","101 SERANGOON NTH AVE 1",1.37103631988089,103.870360910842,153,"Kovan",1.36017917065237,103.885064856353,2034.31885850769
"72","101 SIMEI ST 1",1.34084991073361,103.951433717517,157,"Simei",1.34319707851829,103.953377214378,339.192238136131
"73","101 TAMPINES ST 11",1.34739870794535,103.945292359327,155,"Tampines",1.34551530560119,103.938436971222,791.211464397734
"74","101 TECK WHYE LANE",1.37788964623982,103.754239909547,62,"Bukit Panjang",1.37900211641036,103.761535114929,821.254314860274
"75","101 TOWNER RD",1.31942539040726,103.861087462608,51,"Boon Keng",1.31933570922514,103.861569454156,54.5619284742742
"76","101 WHAMPOA DR",1.32041710187602,103.853813946402,114,"Farrer Park",1.31314029963164,103.854754721344,816.788063009457
"77","101 WOODLANDS ST 13",1.43598159724925,103.781929846478,218,"Woodlands",1.43605761708128,103.787938777173,668.754566810023
"78","101 YISHUN AVE 5",1.4305646131091,103.827629364343,165,"Yishun",1.42944308477331,103.835005047246,830.242256425769
"79","101A LOR 2 TOA PAYOH",1.33974126719163,103.847264187382,53,"Braddell",1.3404690010277,103.846799083148,96.1352032590165
"80","101A PUNGGOL FIELD",1.3979461677694,103.905945136259,45,"Sengkang",1.39169462601522,103.895484694279,1356.26153664713
"81","101B LOR 2 TOA PAYOH",1.33959884500115,103.847605414427,32,"Braddell",1.3404690010277,103.846799083148,132.043220796439
"82","101B PUNGGOL FIELD",1.39784715104396,103.906436071245,73,"Sengkang",1.39169462601522,103.895484694279,1398.00246320274
"83","101C PUNGGOL FIELD",1.39809045787162,103.906569305679,48,"Sengkang",1.39169462601522,103.895484694279,1424.2912962684
"84","101D PUNGGOL FIELD",1.39848478483582,103.90614388692,44,"Sengkang",1.39169462601522,103.895484694279,1406.58375431893
"85","102 ALJUNIED CRES",1.32048087061174,103.882472846091,162,"Aljunied",1.3164326118157,103.882906044385,453.221563977202
"86","102 ANG MO KIO AVE 3",1.37065009249377,103.839410348811,67,"Ang Mo Kio",1.36993284962262,103.84955809232,1132.13753531931
"87","102 BEDOK NTH AVE 4",1.33390654765002,103.937458398204,239,"Bedok Reservoir",1.33660782955099,103.932234623286,654.516299299213
"88","102 BEDOK RESERVOIR RD",1.32849187727623,103.90926515578,44,"Kaki Bukit",1.33496735995428,103.908459338046,726.404394888168
"89","102 BISHAN ST 12",1.3451431233477,103.847990805259,103,"Braddell",1.3404690010277,103.846799083148,536.957512945545
"90","102 BT BATOK WEST AVE 6",1.34745833930547,103.747473341114,161,"Bukit Batok",1.34903331201636,103.749566478309,291.549482912248
"91","102 BT PURMEI RD",1.2717673800708,103.82662196779,123,"HarbourFront",1.26538938374901,103.821530157095,908.415238570222
"92","102 C'WEALTH CRES",1.30782464878023,103.800629787177,129,"Commonwealth",1.30250199924325,103.798228523336,649.992158169566
"93","102 CLEMENTI ST 14",1.32228557225905,103.769201884359,16,"Clementi",1.31511625277378,103.765191452888,914.408031866671
"94","102 GANGSA RD",1.37910762831305,103.768153816778,98,"Bukit Panjang",1.37900211641036,103.761535114929,736.670753191259
"95","102 HENDERSON CRES",1.290366187147,103.82157708445,159,"Redhill",1.28963453412887,103.81674097205,544.344861174814
"96","102 HOUGANG AVE 1",1.35496446293882,103.890855054687,77,"Kovan",1.36017917065237,103.885064856353,867.297823507013
"97","102 JLN DUSUN",1.3278687431847,103.844209602863,73,"Toa Payoh",1.33262928096888,103.847502198048,644.289480947638
"98","102 JLN RAJAH",1.32822306444761,103.851519753845,130,"Toa Payoh",1.33262928096888,103.847502198048,663.699438506036
"99","102 JURONG EAST ST 13",1.33609657873553,103.738219191663,263,"Jurong East",1.33315281585758,103.742286332403,558.801667578585
"100","102 LENGKONG TIGA",1.32557930714658,103.91065754789,69,"Kembangan",1.3210381335934,103.912947930851,566.148139964065
"101","102 PASIR RIS ST 12",1.36748427336516,103.958041055125,138,"Pasir Ris",1.37304331635804,103.949284527763,1154.37766061881
"102","102 POTONG PASIR AVE 1",1.3336901273759,103.868810587506,151,"Potong Pasir",1.33137949021368,103.869055656782,258.660857473931
"103","102 RIVERVALE WALK",1.38180761026047,103.900893229708,93,"Buangkok",1.38287001971672,103.893122569706,872.823818525982
"104","102 SERANGOON NTH AVE 1",1.37084327297737,103.871153606719,30,"Kovan",1.36017917065237,103.885064856353,1950.90716940011
"105","102 SIMEI ST 1",1.34134724729923,103.951355068944,130,"Simei",1.34319707851829,103.953377214378,305.0378285279
"106","102 TAMPINES ST 11",1.34671616267656,103.945521388285,170,"Tampines",1.34551530560119,103.938436971222,799.668618781843
"107","102 TECK WHYE LANE",1.377082841385,103.754394432037,74,"Bukit Panjang",1.37900211641036,103.761535114929,822.88734017392
"108","102 TOWNER RD",1.32024939475758,103.858548602691,32,"Boon Keng",1.31933570922514,103.861569454156,351.239431832046
"109","102 WOODLANDS ST 13",1.43608294925148,103.781199565987,171,"Woodlands",1.43605761708128,103.787938777173,749.975227557531
"110","102A PUNGGOL FIELD",1.39883318313425,103.905783553043,36,"Sengkang",1.39169462601522,103.895484694279,1394.66308767013
"111","102B PUNGGOL FIELD",1.39908525778671,103.905471407838,52,"Sengkang",1.39169462601522,103.895484694279,1382.76885625774
"112","102C PUNGGOL FIELD",1.39876127750607,103.90493897318,54,"Sengkang",1.39169462601522,103.895484694279,1313.70187011752
"113","102D PUNGGOL FIELD",1.39848070795436,103.905249752459,59,"Sengkang",1.39169462601522,103.895484694279,1323.48878220862
"114","103 AH HOOD RD",1.32796267483785,103.844826964123,88,"Toa Payoh",1.33262928096888,103.847502198048,598.752264066566
"115","103 ANG MO KIO AVE 3",1.37101657804604,103.839304839187,178,"Ang Mo Kio",1.36993284962262,103.84955809232,1147.42011353132
"116","103 BEDOK NTH AVE 4",1.33348258777759,103.937542520091,185,"Bedok Reservoir",1.33660782955099,103.932234623286,685.547424628542
"117","103 BEDOK RESERVOIR RD",1.32877022232019,103.909381354431,259,"Kaki Bukit",1.33496735995428,103.908459338046,697.451655390315
"118","103 BISHAN ST 12",1.34551249132105,103.848314162387,98,"Braddell",1.3404690010277,103.846799083148,586.211001706609
"119","103 BT BATOK CTRL",1.34822368204242,103.748034526478,131,"Bukit Batok",1.34903331201636,103.749566478309,192.845623259291
"120","103 BT PURMEI RD",1.27208558524996,103.825495615402,102,"HarbourFront",1.26538938374901,103.821530157095,866.264966203132
"121","103 CLEMENTI ST 14",1.32258854750628,103.769176205799,105,"Clementi",1.31511625277378,103.765191452888,942.640359973428
"122","103 DEPOT RD",1.28131574987693,103.807861854014,86,"Labrador Park",1.27236838626952,103.803416232089,1112.13161245892
"123","103 GANGSA RD",1.37867070821171,103.768538440957,46,"Bukit Panjang",1.37900211641036,103.761535114929,780.253611222328
"124","103 HENDERSON CRES",1.28974209684545,103.821375681569,143,"Redhill",1.28963453412887,103.81674097205,515.94176667501
"125","103 HOUGANG AVE 1",1.35528223434405,103.89036014824,63,"Kovan",1.36017917065237,103.885064856353,802.769905781385
"126","103 JLN RAJAH",1.32734143333539,103.852780650365,133,"Toa Payoh",1.33262928096888,103.847502198048,831.612338565143
"127","103 JURONG EAST ST 13",1.33668715015786,103.738059200285,106,"Jurong East",1.33315281585758,103.742286332403,613.273077669058
"128","103 LENGKONG TIGA",1.32585546338587,103.910598910975,85,"Kembangan",1.3210381335934,103.912947930851,596.589569310248
"129","103 PASIR RIS ST 12",1.36769508123853,103.958404209993,122,"Pasir Ris",1.37304331635804,103.949284527763,1176.64573138664
"130","103 POTONG PASIR AVE 1",1.33411338676706,103.86952371664,61,"Potong Pasir",1.33137949021368,103.869055656782,308.761657969931
"131","103 RIVERVALE WALK",1.38291146712108,103.901208583313,73,"Buangkok",1.38287001971672,103.893122569706,899.880574397163
"132","103 SERANGOON NTH AVE 1",1.37065548702787,103.870268931156,165,"Kovan",1.36017917065237,103.885064856353,2017.76611508566
"133","103 SPOTTISWOODE PK RD",1.27466096925721,103.835279824837,88,"Outram Park",1.27973970679335,103.839513521005,735.962890400239
"134","103 TAMPINES ST 11",1.34769662535556,103.946229920882,155,"Tampines",1.34551530560119,103.938436971222,900.619953906965
"135","103 TECK WHYE LANE",1.37713078246274,103.753555993761,91,"Bukit Panjang",1.37900211641036,103.761535114929,912.082660784696
"136","103 TOWNER RD",1.32068853609859,103.86167006268,72,"Boon Keng",1.31933570922514,103.861569454156,151.011659494136
"137","103 WOODLANDS ST 13",1.4366212320968,103.78097673981,52,"Woodlands",1.43605761708128,103.787938777173,777.303214333805
"138","103 YISHUN RING RD",1.43136934951878,103.828892847163,46,"Yishun",1.42944308477331,103.835005047246,713.194066096907
"139","103A DEPOT RD",1.28070197642689,103.813353428682,66,"Redhill",1.28963453412887,103.81674097205,1063.43774973387
"140","103A EDGEFIELD PLAINS",1.39825531783982,103.904753996381,51,"Sengkang",1.39169462601522,103.895484694279,1263.91366328195
"141","103B DEPOT RD",1.28073692384594,103.813135678562,42,"Redhill",1.28963453412887,103.81674097205,1068.66172595484
"142","103B EDGEFIELD PLAINS",1.39773127538403,103.90468537415,51,"Sengkang",1.39169462601522,103.895484694279,1224.73446134596
"143","103C EDGEFIELD PLAINS",1.39726660845387,103.90453836308,61,"Sengkang",1.39169462601522,103.895484694279,1183.17151383301
"144","104 ALJUNIED CRES",1.32006886595229,103.882818111651,78,"Aljunied",1.3164326118157,103.882906044385,404.904234375972
"145","104 BEDOK NTH AVE 4",1.3332985212474,103.936601473643,214,"Bedok Reservoir",1.33660782955099,103.932234623286,609.82919630011
"146","104 BEDOK RESERVOIR RD",1.32924536652386,103.909923721507,101,"Kaki Bukit",1.33496735995428,103.908459338046,657.487148121336
"147","104 BISHAN ST 12",1.3456750211197,103.84803290576,34,"Braddell",1.3404690010277,103.846799083148,595.576203370822
"148","104 BT BATOK CTRL",1.34899500255547,103.747258218606,90,"Bukit Batok",1.34903331201636,103.749566478309,256.918472534214
"149","104 BT PURMEI RD",1.27239853587858,103.825625504182,107,"HarbourFront",1.26538938374901,103.821530157095,903.62259880592
"150","104 CLEMENTI ST 14",1.32294968512724,103.769189152266,26,"Clementi",1.31511625277378,103.765191452888,978.95219823204
"151","104 GANGSA RD",1.37880399486152,103.76796875654,116,"Bukit Panjang",1.37900211641036,103.761535114929,716.321914850058
"152","104 HENDERSON CRES",1.2893692748935,103.821538089569,86,"Redhill",1.28963453412887,103.81674097205,534.693421630352
"153","104 HOUGANG AVE 1",1.35478438666054,103.890318475929,3,"Kovan",1.36017917065237,103.885064856353,838.145749396919
"154","104 JLN DUSUN",1.32842530547543,103.844142365034,18,"Toa Payoh",1.33262928096888,103.847502198048,599.016804461766
"155","104 JLN RAJAH",1.32780496961457,103.853262284564,126,"Toa Payoh",1.33262928096888,103.847502198048,836.265743357914
"156","104 JURONG EAST ST 13",1.33658465311802,103.737623303842,21,"Jurong East",1.33315281585758,103.742286332403,644.399890542173
"157","104 LENGKONG TIGA",1.32563496745023,103.909815198327,85,"Kembangan",1.3210381335934,103.912947930851,619.197195834105
"158","104 PASIR RIS ST 12",1.36795278578738,103.958702642513,167,"Pasir Ris",1.37304331635804,103.949284527763,1191.50158576953
"159","104 POTONG PASIR AVE 1",1.3343391689203,103.869158899303,194,"Potong Pasir",1.33137949021368,103.869055656782,329.67021079372
"160","104 RIVERVALE WALK",1.38262745864985,103.900929877213,66,"Buangkok",1.38287001971672,103.893122569706,869.271886081037
"161","104 SERANGOON NTH AVE 1",1.37059316193953,103.871086801722,25,"Kovan",1.36017917065237,103.885064856353,1940.04767456794
"162","104 SPOTTISWOODE PK RD",1.27442754696062,103.834878784712,90,"Outram Park",1.27973970679335,103.839513521005,784.697023752705
"163","104 TAMPINES ST 11",1.34720576651075,103.946641750013,167,"Simei",1.34319707851829,103.953377214378,872.357496490433
"164","104 TECK WHYE LANE",1.37708162127187,103.752870448301,61,"Bukit Panjang",1.37900211641036,103.761535114929,987.682634512794
"165","104 TOWNER RD",1.31982354462646,103.860979745364,82,"Boon Keng",1.31933570922514,103.861569454156,85.1834470674267
"166","104 WHAMPOA DR",1.3207995912383,103.853327785421,52,"Farrer Park",1.31314029963164,103.854754721344,867.291134874431
"167","104 WOODLANDS ST 13",1.43646587087026,103.781576865168,132,"Woodlands",1.43605761708128,103.787938777173,709.439454239763
"168","104A ANG MO KIO ST 11",1.37182700854497,103.838803655863,51,"Ang Mo Kio",1.36993284962262,103.84955809232,1215.26802022294
"169","104A CANBERRA ST",1.45035225780871,103.832262400576,1,"Canberra",1.44307664075699,103.829702590959,858.554428452385
"170","104A DEPOT RD",1.28045561330579,103.812317740785,70,"Telok Blangah",1.27070647717762,103.809761611219,1121.93378302065
"171","104A EDGEFIELD PLAINS",1.3968057047795,103.905054187798,67,"Sengkang",1.39169462601522,103.895484694279,1207.41430459195
"172","104B ANG MO KIO ST 11",1.37151151416054,103.838458787545,49,"Ang Mo Kio",1.36993284962262,103.84955809232,1247.65389766346
"173","104B CANBERRA ST",1.45007421711069,103.831377046227,9,"Canberra",1.44307664075699,103.829702590959,800.944226728301
"174","104B DEPOT RD",1.28049143987378,103.812100811742,50,"Telok Blangah",1.27070647717762,103.809761611219,1119.93517036406
"175","104B EDGEFIELD PLAINS",1.39660886204199,103.905303792463,54,"Sengkang",1.39169462601522,103.895484694279,1222.01896531556
"176","104C CANBERRA ST",1.44970999451163,103.831775965127,8,"Canberra",1.44307664075699,103.829702590959,773.630605034463
"177","104D CANBERRA ST",1.44985632437762,103.83236697954,10,"Canberra",1.44307664075699,103.829702590959,810.865666494461
"178","105 ALJUNIED CRES",1.31946862097465,103.882751492944,76,"Aljunied",1.3164326118157,103.882906044385,338.404388303756
"179","105 ANG MO KIO AVE 4",1.37231328287072,103.837601112788,93,"Yio Chu Kang",1.38175587099132,103.84494727118,1331.64052320849
"180","105 BEDOK NTH AVE 4",1.33372280929,103.936517719048,262,"Bedok Reservoir",1.33660782955099,103.932234623286,574.761096342667
"181","105 BEDOK RESERVOIR RD",1.32914437941094,103.909112780576,189,"Kaki Bukit",1.33496735995428,103.908459338046,652.277682422387
"182","105 BISHAN ST 12",1.34589493632505,103.847365252767,155,"Braddell",1.3404690010277,103.846799083148,607.289866697293
"183","105 BT BATOK CTRL",1.3485726542005,103.747156223784,88,"Bukit Batok",1.34903331201636,103.749566478309,273.091775340417
"184","105 BT PURMEI RD",1.27248301325334,103.824703021719,115,"HarbourFront",1.26538938374901,103.821530157095,865.015568173059
"185","105 CLEMENTI ST 12",1.32271179028812,103.76988810369,41,"Clementi",1.31511625277378,103.765191452888,994.046479186267
"186","105 DEPOT RD",1.28089298012014,103.812355313333,58,"Redhill",1.28963453412887,103.81674097205,1088.65164479796
"187","105 GANGSA RD",1.37831242120574,103.767763308976,67,"Bukit Panjang",1.37900211641036,103.761535114929,697.357978790204
"188","105 HENDERSON CRES",1.29021420176947,103.822356844711,203,"Redhill",1.28963453412887,103.81674097205,628.319964265299
"189","105 JLN RAJAH",1.32826551427967,103.854154506034,102,"Toa Payoh",1.33262928096888,103.847502198048,885.475033111397
"190","105 JURONG EAST ST 13",1.33738746819329,103.738527627347,44,"Jurong East",1.33315281585758,103.742286332403,630.234217247157
"191","105 LENGKONG TIGA",1.32564831471452,103.91011217937,12,"Kembangan",1.3210381335934,103.912947930851,602.47366610233
"192","105 PASIR RIS ST 12",1.36843792148695,103.957538790848,129,"Pasir Ris",1.37304331635804,103.949284527763,1051.97526773914
"193","105 POTONG PASIR AVE 1",1.3344146057866,103.86869426623,218,"Potong Pasir",1.33137949021368,103.869055656782,340.252881241512
"194","105 RIVERVALE WALK",1.38215613071495,103.900711925224,52,"Buangkok",1.38287001971672,103.893122569706,848.327749632663
"195","105 SERANGOON NTH AVE 1",1.37024745860601,103.870225980491,191,"Kovan",1.36017917065237,103.885064856353,1995.81184474906
"196","105 SIMEI ST 1",1.34092459427981,103.950742498791,41,"Simei",1.34319707851829,103.953377214378,387.25910028227
"197","105 TAMPINES ST 11",1.3480931246949,103.947177564477,134,"Simei",1.34319707851829,103.953377214378,879.25296710882
"198","105 TECK WHYE LANE",1.37765001961331,103.7529943035,180,"Bukit Panjang",1.37900211641036,103.761535114929,962.327346877673
"199","105 TOWNER RD",1.32048559152829,103.861074545823,213,"Boon Keng",1.31933570922514,103.861569454156,139.35108880488
"200","105 WOODLANDS ST 13",1.43684476168491,103.781579113316,144,"Woodlands",1.43605761708128,103.787938777173,713.135844398982
"201","105A DEPOT RD",1.28107116546835,103.811405730352,23,"Redhill",1.28963453412887,103.81674097205,1123.06837311614
"202","105A EDGEFIELD PLAINS",1.3969413315622,103.905729497383,51,"Sengkang",1.39169462601522,103.895484694279,1281.00521589332
"203","105B EDGEFIELD PLAINS",1.39720646427031,103.906002280084,51,"Sengkang",1.39169462601522,103.895484694279,1321.53847667923
"204","105C EDGEFIELD PLAINS",1.39767203537129,103.905598767902,43,"Sengkang",1.39169462601522,103.895484694279,1307.53405898168
"205","105D EDGEFIELD PLAINS",1.39717530895925,103.905229593145,55,"Sengkang",1.39169462601522,103.895484694279,1244.31442252018
"206","106 ALJUNIED CRES",1.31905494962151,103.882900918125,178,"Aljunied",1.3164326118157,103.882906044385,291.917866703543
"207","106 ANG MO KIO AVE 4",1.37193370323489,103.837486061851,187,"Ang Mo Kio",1.36993284962262,103.84955809232,1361.80603201545
"208","106 BEDOK NTH AVE 4",1.33445895034228,103.937087136194,30,"Bedok Reservoir",1.33660782955099,103.932234623286,590.64166397254
"209","106 BEDOK RESERVOIR RD",1.32950152189669,103.909381688756,180,"Kaki Bukit",1.33496735995428,103.908459338046,617.052047276917
"210","106 BISHAN ST 12",1.34610070068315,103.847847191353,142,"Bishan",1.35131580146658,103.84914026532,598.111970144998
"211","106 BT BATOK CTRL",1.3482223088624,103.74718849849,120,"Bukit Batok",1.34903331201636,103.749566478309,279.617670789747
"212","106 BT PURMEI RD",1.2729893703256,103.825626826099,104,"HarbourFront",1.26538938374901,103.821530157095,961.057075624388
"213","106 GANGSA RD",1.3779019997366,103.767412279054,117,"Bukit Panjang",1.37900211641036,103.761535114929,665.419888379263
"214","106 HENDERSON CRES",1.28942607947152,103.822276781927,107,"Redhill",1.28963453412887,103.81674097205,616.524322762297
"215","106 HOUGANG AVE 1",1.3537029714401,103.890680792553,33,"Kovan",1.36017917065237,103.885064856353,954.120447805085
"216","106 JLN DUSUN",1.32855771177594,103.844796773619,74,"Toa Payoh",1.33262928096888,103.847502198048,544.13543613687
"217","106 JLN RAJAH",1.32847655795117,103.854698874866,90,"Toa Payoh",1.33262928096888,103.847502198048,924.751719902342
"218","106 JURONG EAST ST 13",1.33724965052823,103.737674650927,107,"Jurong East",1.33315281585758,103.742286332403,686.581519296228
"219","106 LENGKONG TIGA",1.32508845931345,103.91000876961,53,"Kembangan",1.3210381335934,103.912947930851,557.033673709924
"220","106 PASIR RIS ST 12",1.36801255048337,103.95765313312,118,"Pasir Ris",1.37304331635804,103.949284527763,1086.73195935665
"221","106 POTONG PASIR AVE 1",1.33410033566662,103.868171273744,45,"Potong Pasir",1.33137949021368,103.869055656782,318.473180655566
